,번호,카테고리,제목,등록일,link
384,5451,[수업],[학부] 2023학년 1학기 학제간공유형 교육과정 교과 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422895&article.offset=0&articleLimit=500
385,5450,[등록],2023학년도 1학기 재학생 등록금 납부 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422864&article.offset=0&articleLimit=500
386,5449,[장학],2023-1학기 국가우수 이공계 장학생 중간평가 대상자 신청 방법 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422860&article.offset=0&articleLimit=500
387,5448,[대학원],2023학년도 1학기 학석사학위 연계과정 지원자 모집 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422825&article.offset=0&articleLimit=500
388,5447,[장학],2023학년도 신입생 멘토 선발 확정 공고,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422781&article.offset=0&articleLimit=500
389,5446,[수업],수강신청 학점이월제 시행 안내,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422769&article.offset=0&articleLimit=500
390,5445,[등록],2023학년도 1학기 재학생 등록금 분할납부 신청 안내,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422728&article.offset=0&articleLimit=500
391,5444,[등록],[LINC 3.0 사업단] 2023학년도 스마트공장융합전공 학생 추가모집(진입 모집),2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422676&article.offset=0&articleLimit=500
392,5443,[수업],2023학년도 1학기 수강꾸러미 수강신청 안내,2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422673&article.offset=0&articleLimit=500
393,5442,[대학원],2023학년도 전기 대학원별 합격자 조회 및 고지서 출력,2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422629&article.offset=0&articleLimit=500
394,5441,[수업],"2023-1학기 다른대학(한밭대, 부경대,한경대, 계명대) 수학신청 안내",2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422618&article.offset=0&articleLimit=500
395,5440,[학적],2022학년도 전기(2023년 2월)  졸업예정자 졸업사정 내역 열람 안내,2023-01-12,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422363&article.offset=0&articleLimit=500
396,5439,[수업],"2023-1학기 다른대학(한국해양대,충북대,한양대,서울과기대) 수학신청 안내",2023-01-11,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422313&article.offset=0&articleLimit=500
397,5438,[수업],"2023-1학기 다른대학(충남대,한국교원대,경북대) 수학신청 안내",2023-01-11,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422312&article.offset=0&articleLimit=500
398,5437,[대학원],2022-2학기 대학원별 성적 확정 안내,2023-01-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422245&article.offset=0&articleLimit=500
399,5436,[대학원],2023학년도 대학원 원우회 회장 선거 안내,2023-01-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422155&article.offset=0&articleLimit=500
400,5435,[학적],[학부] 2023학년도 전기 외국인 신입학 특별전형 합격자 알림,2023-01-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422044&article.offset=0&articleLimit=500
401,5434,[대학원],2022학년도 전기 대학원별 학위수여(수료)예정자 성적취소 신청 안내,2023-01-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422039&article.offset=0&articleLimit=500
402,5433,[수업],"2023-1학기 다른대학(창원대,안동대,순천대) 수학신청 안내",2023-01-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421924&article.offset=0&articleLimit=500
403,5432,[대학원],[장학] 2023학년도 1학기 대학원 스마일장학생(가계곤란) 선발 계획 안내,2023-01-05,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421838&article.offset=0&articleLimit=500
404,5431,[장학],2023-1학기 학자금 대출 일정 안내,2023-01-05,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421837&article.offset=0&articleLimit=500
405,5430,,대학혁신지원사업 학생모니터링단 1기 12월 웹진 배포,2023-01-05,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421743&article.offset=0&articleLimit=500
406,5429,[대학원],2022-2학기 대학원별 외국어시험 면제 신청 안내,2023-01-04,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421693&article.offset=0&articleLimit=500
407,5428,[장학],2023-1학기 보훈 및 형제자매장학금 신청안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421589&article.offset=0&articleLimit=500
408,5427,[장학],[아이들과미래재단] 그루터기 학습멘토링 같이에듀 3기 대학생 멘토 모집 안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421566&article.offset=0&articleLimit=500
409,5426,[대학원],2023학년도 대학원 원우회 회장 후보자 공모,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421557&article.offset=0&articleLimit=500
410,5425,[장학],농촌출신대학생 학자금 융자 계획 안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421513&article.offset=0&articleLimit=500
411,5424,[장학],2023-1학기 외국어성적우수장학금(기준점수) 신청 안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421512&article.offset=0&articleLimit=500
412,5423,[장학],2022-2학기 외국어성적우수장학금(제출점수) 신청 안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421511&article.offset=0&articleLimit=500
413,5422,[장학],2023 천안시 대학생 학자금 대출이자 지원사업 안내,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421510&article.offset=0&articleLimit=500
414,5421,[장학],2023년 상반기 경기도 대학생 학자금 대출 이자 지원,2023-01-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421503&article.offset=0&articleLimit=500
415,5420,[수업],"2023-1학기 다른대학(서울대, 제주대) 수학신청 안내",2023-01-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421454&article.offset=0&articleLimit=500
416,5419,[대학원],2023학년도 전기 대학원별 구술(면접)시험장소 및 수험표 출력 안내,2022-12-29,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421280&article.offset=0&articleLimit=500
417,5418,[성적],2022-2학기 (학부) 성적열람 및 정정기간 안내(강의평가완료 필수),2022-12-29,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421211&article.offset=0&articleLimit=500
418,5417,[장학],학생역량관리시스템(BISKIT) 실적 입력 및 승인 안내,2022-12-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421165&article.offset=0&articleLimit=500
419,5416,[장학],2023-1학기 교내 성적장학생 선발관련 외국어성적표 제출안내(기한엄수),2022-12-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421140&article.offset=0&articleLimit=500
420,5415,[대학원],2022학년도 전기 대학원별  학위논문 완성본 제출 안내,2022-12-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=421003&article.offset=0&articleLimit=500
421,5414,[학적],2023학년도 1학기 부전공 이수신청 안내,2022-12-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420985&article.offset=0&articleLimit=500
422,5413,[대학원],2023학년도 전기 대학원 재입학 공고,2022-12-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420911&article.offset=0&articleLimit=500
423,5412,[학적],"★2023학년도 1학기 휴학, 복학 온라인[원스톱서비스] 신청 안내[1차]",2022-12-23,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420787&article.offset=0&articleLimit=500
424,5411,[장학],"[학생역량개발팀]2023학년도 ""신입생 멘토"" 선발 안내",2022-12-23,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420780&article.offset=0&articleLimit=500
425,5410,[수업],2022-2학기 출결사항 확인방법 안내(전자출결 웹페이지 접속),2022-12-22,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420738&article.offset=0&articleLimit=500
426,5409,[장학],2023년 1학기 삼성드림클래스 대학생 멘토 선발 안내,2022-12-22,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420699&article.offset=0&articleLimit=500
427,5408,[학적],2022학년도 2학기 전공배정 변경신청 기간 안내,2022-12-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420517&article.offset=0&articleLimit=500
428,5407,[학적],2023학년도 1학기 재입학 안내,2022-12-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420514&article.offset=0&articleLimit=500
429,5406,[학적],2023학년도 1학기 재입학 안내,2022-12-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420513&article.offset=0&articleLimit=500
430,5405,[장학],2022-2학기 방학 중 근로장학생 선발 확정 알림,2022-12-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420406&article.offset=0&articleLimit=500
431,5404,[학적],2022학년도 전기(2023년 2월) 졸업예정자 추가이수과정 이수 포기(변경) 신청 안내,2022-12-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420397&article.offset=0&articleLimit=500
432,5403,[장학],2023년 1학기 푸른등대 기부장학사업 신규장학생 선발 안내,2022-12-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420363&article.offset=0&articleLimit=500
433,5402,[등록],[LINC 3.0 사업단] 2023학년도 스마트공장융합전공 학생 모집(진입 모집) 일정 변경 안내,2022-12-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420360&article.offset=0&articleLimit=500
434,5401,[대학원],"2022학년도 전기 대학원(일반, 산업 및 컨설팅)  학위논문 원문파일 온라인 제출 안내",2022-12-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=420198&article.offset=0&articleLimit=500
435,5400,[학적],2022-2학기 졸업자격인증제 수기사정 외국어 영역 인정 신청원 제출 안내,2022-12-14,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419964&article.offset=0&articleLimit=500
436,5399,[장학],[근로] 2022-2학기 방학 중 부서별 근로장학생 모집 알림 [12.13.14시 ~ 12.15.14시]-추가신청(국가근로),2022-12-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419909&article.offset=0&articleLimit=500
437,5398,[학적],2022년 전기(2023년 2월) 졸업예정자 교양 이수구분 변경 신청 안내,2022-12-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419868&article.offset=0&articleLimit=500
438,5397,[학적],2022년 전기(2023년 2월) 졸업예정자 성적취소 신청 안내,2022-12-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419866&article.offset=0&articleLimit=500
439,5396,[수업],[교육부] 2022-2학기 원격교육 만족도조사 안내,2022-12-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419860&article.offset=0&articleLimit=500
440,5395,[수업],(12/14) 2022학년도 겨울 계절수업 수강료 추가납부(2차) 안내,2022-12-12,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419770&article.offset=0&articleLimit=500
441,5394,[수업],2023년 Power Engineering School Winter Camp(27기) 참가 신청 안내,2022-12-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419670&article.offset=0&articleLimit=500
442,5393,[학적],2022학년도 전기(2023년 2월) 학사학위취득유예(졸업유예) 신청 안내,2022-12-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419598&article.offset=0&articleLimit=500
443,5392,[학적],2022학년도 전기(2023년 2월) 조기졸업 신청 안내,2022-12-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419595&article.offset=0&articleLimit=500
444,5391,[대학원],2022학년도 전기 대학원별 학위논문 표지 및 인준페이지 제출 안내,2022-12-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419564&article.offset=0&articleLimit=500
445,5390,[장학],[근로] 2022-2학기 방학 중 부서별 근로장학생 모집 알림[12.8.~12.11.],2022-12-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419469&article.offset=0&articleLimit=500
446,5389,[수업],2022학년도 겨울 계절수업 [수강료 납부 후] 수강취소 신청 안내   ,2022-12-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419377&article.offset=0&articleLimit=500
447,5388,[수업],[12/8(목)] 2022학년도 겨울 계절수업 수강료 추가납부 안내,2022-12-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=419219&article.offset=0&articleLimit=500
448,5387,[등록],[LINC 3.0 사업단] 2023학년도 스마트공장융합전공 학생 모집(진입 모집),2022-12-05,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418987&article.offset=0&articleLimit=500
449,5386,[수업],2022 겨울 계절수업 조기취업자 출석인정신청서 제출 안내,2022-12-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418857&article.offset=0&articleLimit=500
450,5385,[수업],[12.21(수) 24시까지 반드시 참여] 2022학년도 2학기 학부(과) 강의평가 실시 안내,2022-11-29,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418387&article.offset=0&articleLimit=500
451,5384,[학적],2022년 연계전공 참여 학생 추가 모집 안내(기간연장),2022-11-29,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418360&article.offset=0&articleLimit=500
452,5383,[성적],2022학년도 2학기 해외어학연수 학점인정 신청 안내,2022-11-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418226&article.offset=0&articleLimit=500
453,5382,[대학원],2022-2학기 대학원별 강의평가(2차) 시행 안내,2022-11-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418203&article.offset=0&articleLimit=500
454,5381,[장학],2023년 1학기 농림축산식품부 대학 장학생 선발 안내,2022-11-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=418039&article.offset=0&articleLimit=500
455,5380,[수업],(12/1-12/2)2022학년도 겨울 계절수업 수강료 납부 안내,2022-11-25,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417951&article.offset=0&articleLimit=500
456,5379,[장학],2022년 하반기 울산광역시 대학생 학자금대출 이자 지원 사업 안내,2022-11-24,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417646&article.offset=0&articleLimit=500
457,5378,[장학],2023학년도 1학기 국가장학금 신청 안내,2022-11-22,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417254&article.offset=0&articleLimit=500
458,5377,[학적],2023학년도 전공변경 허용인원(여석) 알림,2022-11-22,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417233&article.offset=0&articleLimit=500
459,5376,[장학],[근로]2023학년도 1학기 1차 국가근로장학금 학생신청 안내[2022.11.24.(목)~12.29.(목)],2022-11-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417138&article.offset=0&articleLimit=500
460,5375,[장학],2022학년도 국가근로장학금 동계방학 (교외)집중근로 희망근로지 신청 안내,2022-11-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=417037&article.offset=0&articleLimit=500
461,5374,[수업],2022-2학기 재수강 신청자 이전 취득 성적 삭제 예정 알림 ,2022-11-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416879&article.offset=0&articleLimit=500
462,5373,[장학],2022년 2학기 선원가족 장학생 추가선발 안내,2022-11-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416688&article.offset=0&articleLimit=500
463,5372,[수업],[진로교육] 2022년 2학기 진로교육 온라인 대체이수 신청 접수 안내,2022-11-15,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416467&article.offset=0&articleLimit=500
464,5371,[수업],"2022학년도 겨울 계절수업 다른대학(제주대,강릉원주대,공주대,계명대) 수학신청 안내",2022-11-15,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416451&article.offset=0&articleLimit=500
465,5370,[학적],[학적] 2022년도 연계전공 참여 학생 추가 모집 안내,2022-11-15,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416436&article.offset=0&articleLimit=500
466,5369,[등록],2022학년도 2학기 등록금 분할납부4차분 등록기간 안내,2022-11-14,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416376&article.offset=0&articleLimit=500
467,5368,[대학원],[계약학과 대학원]2023학년도 전기 계약학과 신입생 모집안내 및 원서접수 관련 안내,2022-11-14,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416350&article.offset=0&articleLimit=500
468,5367,,[메이커빌리지]  3D프린터 활용 2급 자격증 교육(3D프린터 초기부터 심화까지 뿌리 뽑기),2022-11-14,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416327&article.offset=0&articleLimit=500
469,5366,[장학],[근로] 2022-2학기 학기 중 교외 근로장학생 모집 알림[11. 15.(화) 18:00까지],2022-11-11,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416107&article.offset=0&articleLimit=500
470,5365,,[메이커스페이스] 아크릴 LED 무드등 제작 교육,2022-11-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=416029&article.offset=0&articleLimit=500
471,5364,,대학혁신지원사업 학생모니터링단 1기 10월 웹진 배포,2022-11-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415855&article.offset=0&articleLimit=500
472,5363,[수업],"2022학년도 겨울 계절수업 다른대학(한밭대, 서울과학기술대,한경대) 수학신청 안내",2022-11-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415790&article.offset=0&articleLimit=500
473,5362,[수업],(11/21~11/22) 2022년 겨울 계절수업 개설과목 및 수강신청 안내,2022-11-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415602&article.offset=0&articleLimit=500
474,5361,[학적],2023학년도 전과 및 전공변경 신청 안내,2022-11-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415432&article.offset=0&articleLimit=500
475,5360,[학적],"2022학년도 2학기 추가이수과정(복수 ·부· 연계 · 융합 전공, 교직과정) 이수 포기(변경) 신청 안내",2022-11-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415431&article.offset=0&articleLimit=500
476,5359,[장학],2022년 상반기분 통영시 대학생 학자금 이자 지원 신청 안내,2022-11-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415338&article.offset=0&articleLimit=500
477,5358,,[전액무료 | 취업지원] SAP Korea Young Next Cloud Academy 2기 교육생 모집! (~11/14 오전 11시까지),2022-11-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415287&article.offset=0&articleLimit=500
478,5357,,[전액무료 | 취업지원] SAP Korea Young Next Cloud Academy 2기 교육생 모집! (~11/14 오전 11시까지),2022-11-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415286&article.offset=0&articleLimit=500
479,5356,[수업],[수정]2022-2학기 기말시험 공동시행과목(일반화학실험2 일반물리학실험2) 실시 안내,2022-11-04,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=415183&article.offset=0&articleLimit=500
480,5355,[장학],2022년도 영·호남 상생 유공 장학생 선발 안내,2022-11-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=414693&article.offset=0&articleLimit=500
481,5354,[대학원],2023학년도 전기 대학원별 신입생 모집안내 및 원서접수 관련 안내,2022-11-01,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=414632&article.offset=0&articleLimit=500
482,5353,[학적],2022-2학기 공학교육인증 변경 신청 안내 ,2022-10-31,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=414430&article.offset=0&articleLimit=500
483,5352,[장학],2022년 하반기 GYBM 글로벌 취업 지원 장학생 모집 안내,2022-10-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=413969&article.offset=0&articleLimit=500
484,5351,,"2022학년도 겨울 계절수업 다른대학(경북대,숙명여대,부경대,대구대,한양대) 수학신청 안내",2022-10-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=413883&article.offset=0&articleLimit=500
485,5350,[수업],2022년도 겨울계절수업 운영 알림(수강신청 11.21-11.22) ,2022-10-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=413570&article.offset=0&articleLimit=500
486,5349,[장학],[(재)세종인재평생교육진흥원] 2022년 하반기 장학생 선발계획 안내,2022-10-25,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=413437&article.offset=0&articleLimit=500
487,5348,[장학],2022-2학기 중소기업 취업연계 장학생 신규선발 추가서류 제출 안내,2022-10-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412956&article.offset=0&articleLimit=500
488,5347,[수업],"2022학년도 겨울 계절수업 다른대학(충남대,안동대,순천대,창원대) 수학신청 안내",2022-10-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412954&article.offset=0&articleLimit=500
489,5346,,글로벌관 외벽 교체공사 안내,2022-10-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412871&article.offset=0&articleLimit=500
490,5345,[장학],2022학년도 총동창회 장학생 선발 공고,2022-10-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412735&article.offset=0&articleLimit=500
491,5344,[대학원],2023 Spring Semester Graduate School Admission Guidelines for International Students,2022-10-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412654&article.offset=0&articleLimit=500
492,5343,[수업],[10/24-10/26]2022년도 겨울계절수업 (학생) 개설희망 과목 수요조사 실시 안내,2022-10-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412573&article.offset=0&articleLimit=500
493,5342,[장학],「극지연구 전문인력 양성 장학금」 제1차 신규 장학생 선발 공고,2022-10-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412518&article.offset=0&articleLimit=500
494,5341,[장학],2022년도 하반기 강화군 대학생 등록금 지원사업 안내,2022-10-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412515&article.offset=0&articleLimit=500
495,5340,[장학],2022년 경상북도 대학생 학자금대출 이자지원사업 안내,2022-10-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412416&article.offset=0&articleLimit=500
496,5339,[등록],2022학년도 2학기 등록금 분할납부 3차분 등록기간 안내,2022-10-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412327&article.offset=0&articleLimit=500
497,5338,[대학원],2022학년도 전기 대학원별 학위논문심사 신청 안내,2022-10-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412299&article.offset=0&articleLimit=500
498,5337,[대학원],2022-2학기 대학원별 졸업종합시험 결과 발표,2022-10-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=412000&article.offset=0&articleLimit=500
499,5336,[장학],[근로]2022년 2학기 국가근로장학금 추가신청기간 안내[11.1(화)~11.7.(월)18시],2022-10-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=411982&article.offset=0&articleLimit=500
